image_name,u_floorplan,v_floorplan,heading_deg,source,source_image_path
frame_000334.jpg,1889.391471,3443.716197,,existing,
frame_000335.jpg,1889.748574,3425.707731,,existing,
frame_000336.jpg,1888.812509,3409.238132,,existing,
frame_000337.jpg,1887.697100,3391.827826,,existing,
frame_000338.jpg,1884.347742,3373.764665,,existing,
frame_000339.jpg,1875.162133,3360.639065,,existing,
frame_000340.jpg,1863.941725,3346.591933,,existing,
frame_000341.jpg,1853.121212,3331.428766,,existing,
frame_000342.jpg,1844.484333,3318.468241,,existing,
frame_000343.jpg,1833.620197,3299.884197,,existing,
frame_000344.jpg,1823.933837,3285.444622,,existing,
frame_000345.jpg,1815.780058,3268.952226,,existing,
frame_000346.jpg,1810.407946,3256.085922,,existing,
frame_000347.jpg,1804.430507,3241.024144,,existing,
frame_000348.jpg,1797.120192,3227.449175,,existing,
frame_000349.jpg,1794.863809,3213.910528,,existing,
frame_000350.jpg,1798.302476,3196.650082,,existing,
frame_000351.jpg,1802.197872,3181.950893,,existing,
frame_000352.jpg,1807.900899,3164.928781,,existing,
frame_000353.jpg,1814.340378,3147.570134,,existing,
frame_000354.jpg,1823.243499,3132.951986,,existing,
frame_000355.jpg,1835.383581,3117.342616,,existing,
frame_000356.jpg,1843.603330,3102.914773,,existing,
frame_000357.jpg,1851.375098,3084.801573,,existing,
frame_000358.jpg,1857.064301,3070.469748,,existing,
frame_000359.jpg,1866.457554,3051.913174,,existing,
frame_000360.jpg,1873.834887,3036.064713,,existing,
frame_000361.jpg,1878.447227,3018.706569,,existing,
frame_000362.jpg,1880.045441,3000.151680,,existing,
frame_000363.jpg,1880.906168,2984.070250,,existing,
frame_000364.jpg,1880.970303,2965.342775,,existing,
frame_000365.jpg,1876.530545,2949.576173,,existing,
frame_000366.jpg,1867.218705,2933.338472,,existing,
frame_000367.jpg,1859.787124,2921.986361,,existing,
frame_000368.jpg,1852.673645,2907.597950,,existing,
frame_000369.jpg,1844.175786,2891.678753,,existing,
frame_000370.jpg,1834.742377,2879.514717,,existing,
frame_000371.jpg,1825.222788,2865.002026,,existing,
frame_000372.jpg,1819.495686,2851.597978,,existing,
frame_000373.jpg,1816.857693,2834.202038,,existing,
frame_000374.jpg,1816.092090,2817.949041,,existing,
frame_000375.jpg,1814.521956,2799.832494,,existing,
frame_000376.jpg,1813.636930,2784.402410,,existing,
frame_000377.jpg,1816.351771,2769.487891,,existing,
frame_000378.jpg,1820.808487,2753.252350,,existing,
frame_000379.jpg,1824.080948,2737.542101,,existing,
frame_000380.jpg,1827.319632,2721.100976,,existing,
frame_000381.jpg,1833.461727,2705.573752,,existing,
frame_000382.jpg,1841.978108,2691.763423,,existing,
frame_000383.jpg,1850.464290,2676.030777,,existing,
frame_000384.jpg,1856.966266,2660.680449,,existing,
frame_000385.jpg,1863.712250,2643.271002,,existing,
frame_000386.jpg,1870.192131,2628.023909,,existing,
frame_000387.jpg,1878.532882,2610.315200,,existing,
frame_000388.jpg,1882.101809,2594.363591,,existing,
frame_000389.jpg,1881.837912,2578.474044,,existing,
frame_000390.jpg,1880.146042,2563.341463,,existing,
frame_000391.jpg,1879.154162,2548.050537,,existing,
frame_000392.jpg,1876.008442,2530.936248,,existing,
frame_000393.jpg,1868.006633,2518.352724,,existing,
frame_000394.jpg,1857.217225,2506.131823,,existing,
frame_000395.jpg,1847.316483,2492.712439,,existing,
frame_000396.jpg,1839.698346,2480.140949,,existing,
frame_000397.jpg,1829.901441,2467.237769,,existing,
frame_000398.jpg,1821.040199,2454.526210,,existing,
frame_000399.jpg,1814.438051,2437.493497,,existing,
frame_000400.jpg,1813.580458,2420.998707,,existing,
frame_000401.jpg,1815.649790,2402.251437,,existing,
frame_000402.jpg,1817.406117,2383.057471,,existing,
frame_000403.jpg,1818.445652,2365.611960,,existing,
frame_000404.jpg,1823.166025,2352.300100,,existing,
frame_000405.jpg,1831.676918,2336.802224,,existing,
frame_000406.jpg,1838.211705,2319.227513,,existing,
frame_000407.jpg,1843.348141,2301.412738,,existing,
frame_000408.jpg,1849.356725,2282.402324,,existing,
frame_000409.jpg,1858.682421,2265.423919,,existing,
frame_000410.jpg,1865.904651,2248.325946,,existing,
